Date,Product_Category,Region,Units_Sold,Unit_Price,Total_Sales,Month,Year,Day_of_Week,Quarter
2022-01-19,Clothing,West,14,27.28,381.92,1,2022,Wednesday,Q1
2022-01-19,Groceries,North,20,42.22,844.35,1,2022,Wednesday,Q1
2022-01-19,Groceries,South,82,10.2,836.28,1,2022,Wednesday,Q1
2022-01-19,Groceries,East,25,32.75,818.73,1,2022,Wednesday,Q1
2022-01-19,Groceries,West,17,47.03,799.44,1,2022,Wednesday,Q1
2022-01-19,Furniture,North,5,42.08,210.39,1,2022,Wednesday,Q1
2022-01-19,Furniture,South,7,30.03,210.24,1,2022,Wednesday,Q1
2022-01-19,Furniture,East,15,16.09,241.3,1,2022,Wednesday,Q1
2022-01-19,Furniture,West,11,18.55,204.0,1,2022,Wednesday,Q1
2022-01-19,Sports,North,4,54.55,218.18,1,2022,Wednesday,Q1
2022-01-19,Sports,South,12,24.79,297.46,1,2022,Wednesday,Q1
2022-01-19,Sports,East,33,10.74,354.56,1,2022,Wednesday,Q1
2022-01-19,Sports,West,9,36.99,332.89,1,2022,Wednesday,Q1
2022-01-20,Electronics,North,40,13.59,543.51,1,2022,Thursday,Q1
2022-01-20,Electronics,South,10,51.84,518.38,1,2022,Thursday,Q1
2022-01-20,Electronics,East,49,12.83,628.78,1,2022,Thursday,Q1
2022-01-20,Electronics,West,13,42.57,553.35,1,2022,Thursday,Q1
2022-01-20,Clothing,North,19,18.82,357.52,1,2022,Thursday,Q1
2022-01-20,Clothing,South,19,18.28,347.25,1,2022,Thursday,Q1
2022-01-20,Clothing,East,10,35.06,350.6,1,2022,Thursday,Q1
2022-01-20,Clothing,West,26,12.9,335.28,1,2022,Thursday,Q1
2022-01-20,Groceries,North,27,31.26,843.93,1,2022,Thursday,Q1
2022-01-20,Groceries,South,32,28.02,896.7,1,2022,Thursday,Q1
2022-01-20,Groceries,East,54,16.46,888.96,1,2022,Thursday,Q1
2022-01-20,Groceries,West,45,17.54,789.38,1,2022,Thursday,Q1
2022-01-20,Furniture,North,5,41.87,209.35,1,2022,Thursday,Q1
2022-01-20,Furniture,South,8,28.53,228.24,1,2022,Thursday,Q1
2022-01-20,Furniture,East,25,11.19,279.65,1,2022,Thursday,Q1
2022-01-20,Furniture,West,15,19.32,289.73,1,2022,Thursday,Q1
2022-01-20,Sports,North,29,11.15,323.23,1,2022,Thursday,Q1
2022-01-20,Sports,South,18,14.87,267.71,1,2022,Thursday,Q1
2022-01-20,Sports,East,7,40.83,285.84,1,2022,Thursday,Q1
2022-01-20,Sports,West,16,19.77,316.26,1,2022,Thursday,Q1
2022-01-21,Electronics,North,14,39.06,546.84,1,2022,Friday,Q1
2022-01-21,Electronics,South,12,45.23,542.81,1,2022,Friday,Q1
2022-01-21,Electronics,East,14,38.8,543.22,1,2022,Friday,Q1
2022-01-21,Electronics,West,32,18.4,588.83,1,2022,Friday,Q1
2022-01-21,Clothing,North,35,10.62,371.84,1,2022,Friday,Q1
2022-01-21,Clothing,South,25,13.79,344.77,1,2022,Friday,Q1
2022-01-21,Clothing,East,13,27.99,363.84,1,2022,Friday,Q1
2022-01-21,Clothing,West,6,52.75,316.52,1,2022,Friday,Q1
2022-01-21,Groceries,North,41,20.45,838.37,1,2022,Friday,Q1
2022-01-21,Groceries,South,35,25.3,885.52,1,2022,Friday,Q1
2022-01-21,Groceries,East,23,35.1,807.35,1,2022,Friday,Q1
2022-01-21,Groceries,West,33,26.43,872.23,1,2022,Friday,Q1
2022-01-21,Furniture,North,8,23.95,191.59,1,2022,Friday,Q1
2022-01-21,Furniture,South,6,50.82,304.95,1,2022,Friday,Q1
2022-01-21,Furniture,East,5,47.54,237.7,1,2022,Friday,Q1
2022-01-21,Furniture,West,9,29.56,266.03,1,2022,Friday,Q1
2022-01-21,Sports,North,11,27.95,307.48,1,2022,Friday,Q1
2022-01-21,Sports,South,28,11.02,308.56,1,2022,Friday,Q1
2022-01-21,Sports,East,8,39.16,313.29,1,2022,Friday,Q1
2022-01-21,Sports,West,12,21.06,252.75,1,2022,Friday,Q1
2022-01-22,Electronics,North,12,53.47,641.63,1,2022,Saturday,Q1
2022-01-22,Electronics,South,20,31.55,630.99,1,2022,Saturday,Q1
2022-01-22,Electronics,East,57,10.88,620.32,1,2022,Saturday,Q1
2022-01-22,Electronics,West,13,47.17,613.16,1,2022,Saturday,Q1
2022-01-22,Clothing,North,21,21.07,442.38,1,2022,Saturday,Q1
2022-01-22,Clothing,South,12,33.93,407.16,1,2022,Saturday,Q1
2022-01-22,Clothing,East,25,18.7,467.38,1,2022,Saturday,Q1
2022-01-22,Clothing,West,43,10.48,450.69,1,2022,Saturday,Q1
2022-01-22,Groceries,North,27,34.97,944.19,1,2022,Saturday,Q1
2022-01-22,Groceries,South,26,37.15,965.99,1,2022,Saturday,Q1
2022-01-22,Groceries,East,28,31.47,881.28,1,2022,Saturday,Q1
2022-01-22,Groceries,West,75,11.97,898.12,1,2022,Saturday,Q1
2022-01-22,Furniture,North,26,13.54,352.04,1,2022,Saturday,Q1
2022-01-22,Furniture,South,9,34.97,314.74,1,2022,Saturday,Q1
2022-01-22,Furniture,East,14,22.73,318.16,1,2022,Saturday,Q1
2022-01-22,Furniture,West,12,24.53,294.31,1,2022,Saturday,Q1
2022-01-22,Sports,North,10,35.72,357.23,1,2022,Saturday,Q1
2022-01-22,Sports,South,14,29.87,418.12,1,2022,Saturday,Q1
2022-01-22,Sports,East,10,40.13,401.31,1,2022,Saturday,Q1
2022-01-22,Sports,West,21,18.67,392.05,1,2022,Saturday,Q1
2022-01-23,Electronics,North,20,31.08,621.68,1,2022,Sunday,Q1
2022-01-23,Electronics,South,18,35.7,642.61,1,2022,Sunday,Q1
2022-01-23,Electronics,East,47,14.33,673.43,1,2022,Sunday,Q1
2022-01-23,Electronics,West,47,13.15,617.85,1,2022,Sunday,Q1
2022-01-23,Clothing,North,11,39.81,437.9,1,2022,Sunday,Q1
2022-01-23,Clothing,South,17,28.95,492.07,1,2022,Sunday,Q1
2022-01-23,Clothing,East,10,46.02,460.18,1,2022,Sunday,Q1
2022-01-23,Clothing,West,11,38.37,422.08,1,2022,Sunday,Q1
2022-01-23,Groceries,North,39,24.55,957.6,1,2022,Sunday,Q1
2022-01-23,Groceries,South,65,13.72,891.84,1,2022,Sunday,Q1
2022-01-23,Groceries,East,53,17.67,936.72,1,2022,Sunday,Q1
2022-01-23,Groceries,West,30,31.92,957.57,1,2022,Sunday,Q1
2022-01-23,Furniture,North,8,43.79,350.36,1,2022,Sunday,Q1
2022-01-23,Furniture,South,9,39.7,357.27,1,2022,Sunday,Q1
2022-01-23,Furniture,East,18,20.22,363.97,1,2022,Sunday,Q1
2022-01-23,Furniture,West,11,32.07,352.72,1,2022,Sunday,Q1
2022-01-23,Sports,North,23,17.47,401.84,1,2022,Sunday,Q1
2022-01-23,Sports,South,12,32.93,395.18,1,2022,Sunday,Q1
2022-01-23,Sports,East,7,50.93,356.52,1,2022,Sunday,Q1
2022-01-23,Sports,West,8,52.57,420.54,1,2022,Sunday,Q1
2022-01-24,Electronics,North,12,46.68,560.19,1,2022,Monday,Q1
2022-01-24,Electronics,South,13,44.76,581.82,1,2022,Monday,Q1
2022-01-24,Electronics,East,51,11.56,589.52,1,2022,Monday,Q1
2022-01-24,Electronics,West,16,34.12,545.89,1,2022,Monday,Q1
2022-01-24,Clothing,North,26,13.4,348.34,1,2022,Monday,Q1
2022-01-24,Clothing,South,9,39.12,352.1,1,2022,Monday,Q1
2022-01-24,Clothing,East,31,12.87,399.05,1,2022,Monday,Q1
2022-01-24,Clothing,West,14,23.9,334.53,1,2022,Monday,Q1
2022-01-24,Groceries,North,39,23.2,904.78,1,2022,Monday,Q1
2022-01-24,Groceries,South,24,36.14,867.27,1,2022,Monday,Q1
2022-01-24,Groceries,East,45,19.32,869.38,1,2022,Monday,Q1
2022-01-24,Groceries,West,80,11.1,888.06,1,2022,Monday,Q1
2022-01-24,Furniture,North,5,52.77,263.84,1,2022,Monday,Q1
2022-01-24,Furniture,South,6,48.89,293.34,1,2022,Monday,Q1
2022-01-24,Furniture,East,8,30.73,245.85,1,2022,Monday,Q1
2022-01-24,Furniture,West,8,37.96,303.65,1,2022,Monday,Q1
2022-01-24,Sports,North,11,27.09,298.01,1,2022,Monday,Q1
2022-01-24,Sports,South,8,44.37,354.97,1,2022,Monday,Q1
2022-01-24,Sports,East,12,24.9,298.77,1,2022,Monday,Q1
2022-01-24,Sports,West,14,21.64,302.92,1,2022,Monday,Q1
2022-01-25,Electronics,North,45,11.86,533.65,1,2022,Tuesday,Q1
2022-01-25,Electronics,South,50,10.81,540.75,1,2022,Tuesday,Q1
2022-01-25,Electronics,East,22,25.58,562.74,1,2022,Tuesday,Q1
2022-01-25,Electronics,West,15,38.05,570.81,1,2022,Tuesday,Q1
2022-01-25,Clothing,North,8,49.16,393.31,1,2022,Tuesday,Q1
2022-01-25,Clothing,South,12,29.78,357.36,1,2022,Tuesday,Q1
2022-01-25,Clothing,East,6,55.02,330.1,1,2022,Tuesday,Q1
2022-01-25,Clothing,West,19,19.75,375.25,1,2022,Tuesday,Q1
2022-01-25,Groceries,North,25,34.75,868.77,1,2022,Tuesday,Q1
2022-01-25,Groceries,South,28,31.38,878.55,1,2022,Tuesday,Q1
2022-01-25,Groceries,East,44,19.2,844.65,1,2022,Tuesday,Q1
2022-01-25,Groceries,West,48,17.66,847.85,1,2022,Tuesday,Q1
2022-01-25,Furniture,North,19,12.88,244.66,1,2022,Tuesday,Q1
2022-01-25,Furniture,South,6,49.91,299.45,1,2022,Tuesday,Q1
2022-01-25,Furniture,East,8,38.3,306.39,1,2022,Tuesday,Q1
2022-01-25,Furniture,West,15,16.44,246.66,1,2022,Tuesday,Q1
2022-01-25,Sports,North,15,19.81,297.21,1,2022,Tuesday,Q1
2022-01-25,Sports,South,10,33.28,332.77,1,2022,Tuesday,Q1
2022-01-25,Sports,East,26,13.85,360.2,1,2022,Tuesday,Q1
2022-01-25,Sports,West,8,45.96,367.66,1,2022,Tuesday,Q1
2022-01-26,Electronics,North,12,45.65,547.78,1,2022,Wednesday,Q1
2022-01-26,Electronics,South,11,50.41,554.54,1,2022,Wednesday,Q1
2022-01-26,Electronics,East,15,38.32,574.74,1,2022,Wednesday,Q1
2022-01-26,Electronics,West,17,33.89,576.2,1,2022,Wednesday,Q1
2022-01-26,Clothing,North,14,25.78,360.86,1,2022,Wednesday,Q1
2022-01-26,Clothing,South,16,21.39,342.22,1,2022,Wednesday,Q1
2022-01-26,Clothing,East,27,13.52,365.17,1,2022,Wednesday,Q1
2022-01-26,Clothing,West,22,19.09,420.0,1,2022,Wednesday,Q1
2022-01-26,Groceries,North,19,44.77,850.64,1,2022,Wednesday,Q1
2022-01-26,Groceries,South,29,30.1,872.88,1,2022,Wednesday,Q1
2022-01-26,Groceries,East,21,44.86,941.97,1,2022,Wednesday,Q1
2022-01-26,Groceries,West,35,24.29,850.24,1,2022,Wednesday,Q1
2022-01-26,Furniture,North,13,22.05,286.62,1,2022,Wednesday,Q1
2022-01-26,Furniture,South,7,45.94,321.57,1,2022,Wednesday,Q1
2022-01-26,Furniture,East,6,47.31,283.89,1,2022,Wednesday,Q1
2022-01-26,Furniture,West,6,49.9,299.43,1,2022,Wednesday,Q1
2022-01-26,Sports,North,8,42.6,340.78,1,2022,Wednesday,Q1
2022-01-26,Sports,South,8,41.42,331.38,1,2022,Wednesday,Q1
2022-01-26,Sports,East,21,17.03,357.63,1,2022,Wednesday,Q1
2022-01-26,Sports,West,7,47.95,335.63,1,2022,Wednesday,Q1
2022-01-27,Electronics,North,24,23.48,563.52,1,2022,Thursday,Q1
2022-01-27,Electronics,South,14,40.92,572.94,1,2022,Thursday,Q1
2022-01-27,Electronics,East,13,44.58,579.59,1,2022,Thursday,Q1
2022-01-27,Electronics,West,18,30.93,556.73,1,2022,Thursday,Q1
2022-01-27,Clothing,North,10,37.43,374.27,1,2022,Thursday,Q1
2022-01-27,Clothing,South,18,20.55,369.93,1,2022,Thursday,Q1
2022-01-27,Clothing,East,9,43.1,387.9,1,2022,Thursday,Q1
2022-01-27,Clothing,West,30,14.45,433.43,1,2022,Thursday,Q1
2022-01-27,Groceries,North,18,48.67,876.02,1,2022,Thursday,Q1
2022-01-27,Groceries,South,38,24.1,915.86,1,2022,Thursday,Q1
2022-01-27,Groceries,East,62,14.3,886.77,1,2022,Thursday,Q1
2022-01-27,Groceries,West,18,48.56,874.13,1,2022,Thursday,Q1
2022-01-27,Furniture,North,11,23.19,255.14,1,2022,Thursday,Q1
2022-01-27,Furniture,South,7,39.19,274.36,1,2022,Thursday,Q1
2022-01-27,Furniture,East,11,24.77,272.52,1,2022,Thursday,Q1
2022-01-27,Furniture,West,7,35.36,247.53,1,2022,Thursday,Q1
2022-01-27,Sports,North,7,43.11,301.77,1,2022,Thursday,Q1
2022-01-27,Sports,South,30,11.0,329.85,1,2022,Thursday,Q1
2022-01-27,Sports,East,9,40.61,365.5,1,2022,Thursday,Q1
2022-01-27,Sports,West,11,28.78,316.56,1,2022,Thursday,Q1
2022-01-28,Electronics,North,31,17.01,527.44,1,2022,Friday,Q1
2022-01-28,Electronics,South,12,42.08,504.92,1,2022,Friday,Q1
2022-01-28,Electronics,East,40,13.51,540.25,1,2022,Friday,Q1
2022-01-28,Electronics,West,15,39.48,592.13,1,2022,Friday,Q1
2022-01-28,Clothing,North,6,55.41,332.47,1,2022,Friday,Q1
2022-01-28,Clothing,South,24,16.54,397.06,1,2022,Friday,Q1
2022-01-28,Clothing,East,14,27.88,390.39,1,2022,Friday,Q1
2022-01-28,Clothing,West,10,36.79,367.91,1,2022,Friday,Q1
2022-01-28,Groceries,North,16,51.57,825.12,1,2022,Friday,Q1
2022-01-28,Groceries,South,32,26.57,850.13,1,2022,Friday,Q1
2022-01-28,Groceries,East,46,18.77,863.65,1,2022,Friday,Q1
2022-01-28,Groceries,West,78,11.3,881.44,1,2022,Friday,Q1
2022-01-28,Furniture,North,5,46.67,233.34,1,2022,Friday,Q1
2022-01-28,Furniture,South,10,31.42,314.2,1,2022,Friday,Q1
2022-01-28,Furniture,East,6,46.86,281.16,1,2022,Friday,Q1
2022-01-28,Furniture,West,6,47.43,284.59,1,2022,Friday,Q1
2022-01-28,Sports,North,22,15.46,340.16,1,2022,Friday,Q1
2022-01-28,Sports,South,31,11.64,360.76,1,2022,Friday,Q1
2022-01-28,Sports,East,7,46.68,326.78,1,2022,Friday,Q1
2022-01-28,Sports,West,11,31.1,342.15,1,2022,Friday,Q1
2022-01-29,Electronics,North,35,18.08,632.92,1,2022,Saturday,Q1
2022-01-29,Electronics,South,23,30.75,707.24,1,2022,Saturday,Q1
2022-01-29,Electronics,East,31,21.2,657.05,1,2022,Saturday,Q1
2022-01-29,Electronics,West,15,42.19,632.78,1,2022,Saturday,Q1
2022-01-29,Clothing,North,42,10.47,439.82,1,2022,Saturday,Q1
2022-01-29,Clothing,South,30,13.22,396.52,1,2022,Saturday,Q1
2022-01-29,Clothing,East,12,36.64,439.64,1,2022,Saturday,Q1
2022-01-29,Clothing,West,17,22.38,380.49,1,2022,Saturday,Q1
2022-01-29,Groceries,North,23,42.47,976.78,1,2022,Saturday,Q1
2022-01-29,Groceries,South,83,11.64,965.97,1,2022,Saturday,Q1
2022-01-29,Groceries,East,46,20.09,924.2,1,2022,Saturday,Q1
2022-01-29,Groceries,West,19,50.09,951.78,1,2022,Saturday,Q1
2022-01-29,Furniture,North,10,35.31,353.1,1,2022,Saturday,Q1
2022-01-29,Furniture,South,8,39.81,318.46,1,2022,Saturday,Q1
2022-01-29,Furniture,East,15,23.11,346.58,1,2022,Saturday,Q1
2022-01-29,Furniture,West,11,32.18,354.02,1,2022,Saturday,Q1
2022-01-29,Sports,North,34,11.64,395.79,1,2022,Saturday,Q1
2022-01-29,Sports,South,29,13.2,382.75,1,2022,Saturday,Q1
2022-01-29,Sports,East,11,33.92,373.16,1,2022,Saturday,Q1
2022-01-29,Sports,West,10,39.48,394.78,1,2022,Saturday,Q1
2022-01-30,Electronics,North,38,16.8,638.38,1,2022,Sunday,Q1
2022-01-30,Electronics,South,47,14.31,672.69,1,2022,Sunday,Q1
2022-01-30,Electronics,East,61,11.43,697.5,1,2022,Sunday,Q1
2022-01-30,Electronics,West,14,48.8,683.26,1,2022,Sunday,Q1
2022-01-30,Clothing,North,11,41.57,457.31,1,2022,Sunday,Q1
2022-01-30,Clothing,South,9,48.46,436.11,1,2022,Sunday,Q1
2022-01-30,Clothing,East,20,24.12,482.37,1,2022,Sunday,Q1
2022-01-30,Clothing,West,11,43.14,474.57,1,2022,Sunday,Q1
2022-01-30,Groceries,North,35,28.43,995.04,1,2022,Sunday,Q1
2022-01-30,Groceries,South,26,36.98,961.44,1,2022,Sunday,Q1
2022-01-30,Groceries,East,75,13.43,1007.6,1,2022,Sunday,Q1
2022-01-30,Groceries,West,77,12.49,961.45,1,2022,Sunday,Q1
2022-01-30,Furniture,North,7,48.0,335.97,1,2022,Sunday,Q1
2022-01-30,Furniture,South,18,18.94,341.0,1,2022,Sunday,Q1
2022-01-30,Furniture,East,10,37.12,371.2,1,2022,Sunday,Q1
2022-01-30,Furniture,West,11,30.76,338.31,1,2022,Sunday,Q1
2022-01-30,Sports,North,23,19.88,457.34,1,2022,Sunday,Q1
2022-01-30,Sports,South,8,52.33,418.61,1,2022,Sunday,Q1
2022-01-30,Sports,East,22,18.48,406.66,1,2022,Sunday,Q1
2022-01-30,Sports,West,10,40.91,409.12,1,2022,Sunday,Q1
2022-01-31,Electronics,North,12,47.51,570.08,1,2022,Monday,Q1
2022-01-31,Electronics,South,13,40.6,527.74,1,2022,Monday,Q1
2022-01-31,Electronics,East,23,24.49,563.31,1,2022,Monday,Q1
2022-01-31,Electronics,West,25,25.0,625.02,1,2022,Monday,Q1
2022-01-31,Clothing,North,13,29.58,384.53,1,2022,Monday,Q1
2022-01-31,Clothing,South,10,40.92,409.21,1,2022,Monday,Q1
2022-01-31,Clothing,East,8,51.27,410.16,1,2022,Monday,Q1
2022-01-31,Clothing,West,14,26.9,376.65,1,2022,Monday,Q1
2022-01-31,Groceries,North,19,47.23,897.37,1,2022,Monday,Q1
2022-01-31,Groceries,South,45,18.46,830.51,1,2022,Monday,Q1
2022-01-31,Groceries,East,23,40.09,922.1,1,2022,Monday,Q1
2022-01-31,Groceries,West,60,15.32,919.2,1,2022,Monday,Q1
2022-01-31,Furniture,North,17,17.21,292.62,1,2022,Monday,Q1
2022-01-31,Furniture,South,14,20.4,285.62,1,2022,Monday,Q1
2022-01-31,Furniture,East,13,21.31,277.03,1,2022,Monday,Q1
2022-01-31,Furniture,West,6,52.16,312.98,1,2022,Monday,Q1
2022-01-31,Sports,North,14,25.07,350.95,1,2022,Monday,Q1
2022-01-31,Sports,South,7,34.62,242.34,1,2022,Monday,Q1
2022-01-31,Sports,East,6,52.82,316.93,1,2022,Monday,Q1
2022-01-31,Sports,West,14,21.02,294.21,1,2022,Monday,Q1
2022-02-01,Electronics,North,13,41.63,541.22,2,2022,Tuesday,Q1
2022-02-01,Electronics,South,40,15.37,614.89,2,2022,Tuesday,Q1
2022-02-01,Electronics,East,29,19.95,578.65,2,2022,Tuesday,Q1
2022-02-01,Electronics,West,45,13.21,594.37,2,2022,Tuesday,Q1
2022-02-01,Clothing,North,16,23.9,382.37,2,2022,Tuesday,Q1
2022-02-01,Clothing,South,7,48.8,341.57,2,2022,Tuesday,Q1
2022-02-01,Clothing,East,9,37.04,333.36,2,2022,Tuesday,Q1
2022-02-01,Clothing,West,9,40.8,367.22,2,2022,Tuesday,Q1
2022-02-01,Groceries,North,75,11.59,869.6,2,2022,Tuesday,Q1
2022-02-01,Groceries,South,22,39.53,869.58,2,2022,Tuesday,Q1
2022-02-01,Groceries,East,19,45.81,870.41,2,2022,Tuesday,Q1
2022-02-01,Groceries,West,22,42.83,942.36,2,2022,Tuesday,Q1
2022-02-01,Furniture,North,17,18.29,310.97,2,2022,Tuesday,Q1
2022-02-01,Furniture,South,19,15.12,287.23,2,2022,Tuesday,Q1
2022-02-01,Furniture,East,8,34.74,277.91,2,2022,Tuesday,Q1
2022-02-01,Furniture,West,5,55.79,278.95,2,2022,Tuesday,Q1
2022-02-01,Sports,North,15,23.47,352.04,2,2022,Tuesday,Q1
2022-02-01,Sports,South,10,32.76,327.64,2,2022,Tuesday,Q1
2022-02-01,Sports,East,12,29.8,357.55,2,2022,Tuesday,Q1
2022-02-01,Sports,West,11,30.95,340.46,2,2022,Tuesday,Q1
2022-02-02,Electronics,North,41,15.73,644.95,2,2022,Wednesday,Q1
2022-02-02,Electronics,South,51,11.34,578.11,2,2022,Wednesday,Q1
2022-02-02,Electronics,East,34,18.1,615.55,2,2022,Wednesday,Q1
2022-02-02,Electronics,West,14,39.36,551.1,2,2022,Wednesday,Q1
2022-02-02,Clothing,North,8,45.45,363.59,2,2022,Wednesday,Q1
2022-02-02,Clothing,South,25,17.59,439.72,2,2022,Wednesday,Q1
2022-02-02,Clothing,East,8,51.05,408.4,2,2022,Wednesday,Q1
2022-02-02,Clothing,West,10,39.72,397.17,2,2022,Wednesday,Q1
2022-02-02,Groceries,North,21,45.45,954.4,2,2022,Wednesday,Q1
2022-02-02,Groceries,South,26,33.87,880.57,2,2022,Wednesday,Q1
2022-02-02,Groceries,East,49,18.68,915.47,2,2022,Wednesday,Q1
2022-02-02,Groceries,West,25,36.72,917.91,2,2022,Wednesday,Q1
2022-02-02,Furniture,North,23,14.4,331.3,2,2022,Wednesday,Q1
2022-02-02,Furniture,South,6,41.32,247.91,2,2022,Wednesday,Q1
2022-02-02,Furniture,East,6,46.73,280.38,2,2022,Wednesday,Q1
2022-02-02,Furniture,West,7,41.74,292.16,2,2022,Wednesday,Q1
2022-02-02,Sports,North,8,47.59,380.71,2,2022,Wednesday,Q1
2022-02-02,Sports,South,13,26.61,345.91,2,2022,Wednesday,Q1
2022-02-02,Sports,East,8,46.0,367.98,2,2022,Wednesday,Q1
2022-02-02,Sports,West,7,42.21,295.47,2,2022,Wednesday,Q1
2022-02-03,Electronics,North,13,44.28,575.59,2,2022,Thursday,Q1
2022-02-03,Electronics,South,42,14.9,625.79,2,2022,Thursday,Q1
2022-02-03,Electronics,East,25,23.17,579.32,2,2022,Thursday,Q1
2022-02-03,Electronics,West,23,25.43,584.98,2,2022,Thursday,Q1
2022-02-03,Clothing,North,16,27.02,432.35,2,2022,Thursday,Q1
2022-02-03,Clothing,South,12,29.93,359.11,2,2022,Thursday,Q1
2022-02-03,Clothing,East,19,19.23,365.35,2,2022,Thursday,Q1
2022-02-03,Clothing,West,26,13.26,344.82,2,2022,Thursday,Q1
2022-02-03,Groceries,North,26,35.91,933.78,2,2022,Thursday,Q1
2022-02-03,Groceries,South,32,28.59,914.81,2,2022,Thursday,Q1
2022-02-03,Groceries,East,29,31.52,913.97,2,2022,Thursday,Q1
2022-02-03,Groceries,West,29,30.16,874.77,2,2022,Thursday,Q1
2022-02-03,Furniture,North,7,34.69,242.83,2,2022,Thursday,Q1
2022-02-03,Furniture,South,7,33.59,235.15,2,2022,Thursday,Q1
2022-02-03,Furniture,East,7,46.58,326.04,2,2022,Thursday,Q1
2022-02-03,Furniture,West,7,43.06,301.43,2,2022,Thursday,Q1
2022-02-03,Sports,North,18,19.85,357.28,2,2022,Thursday,Q1
2022-02-03,Sports,South,7,48.99,342.95,2,2022,Thursday,Q1
2022-02-03,Sports,East,10,31.19,311.9,2,2022,Thursday,Q1
2022-02-03,Sports,West,16,20.38,326.1,2,2022,Thursday,Q1
2022-02-04,Electronics,North,13,42.85,557.05,2,2022,Friday,Q1
2022-02-04,Electronics,South,17,32.56,553.6,2,2022,Friday,Q1
2022-02-04,Electronics,East,15,40.95,614.25,2,2022,Friday,Q1
2022-02-04,Electronics,West,25,21.58,539.59,2,2022,Friday,Q1
2022-02-04,Clothing,North,20,17.86,357.23,2,2022,Friday,Q1
2022-02-04,Clothing,South,10,38.0,379.97,2,2022,Friday,Q1
2022-02-04,Clothing,East,10,38.99,389.87,2,2022,Friday,Q1
2022-02-04,Clothing,West,24,14.45,346.68,2,2022,Friday,Q1
2022-02-04,Groceries,North,17,49.35,838.92,2,2022,Friday,Q1
2022-02-04,Groceries,South,30,30.0,899.92,2,2022,Friday,Q1
2022-02-04,Groceries,East,76,11.76,893.42,2,2022,Friday,Q1
2022-02-04,Groceries,West,26,35.68,927.63,2,2022,Friday,Q1
2022-02-04,Furniture,North,6,48.4,290.37,2,2022,Friday,Q1
2022-02-04,Furniture,South,6,50.5,303.0,2,2022,Friday,Q1
2022-02-04,Furniture,East,7,37.95,265.65,2,2022,Friday,Q1
2022-02-04,Furniture,West,10,26.68,266.82,2,2022,Friday,Q1
2022-02-04,Sports,North,7,42.77,299.39,2,2022,Friday,Q1
2022-02-04,Sports,South,15,21.06,315.92,2,2022,Friday,Q1
2022-02-04,Sports,East,8,40.98,327.86,2,2022,Friday,Q1
2022-02-04,Sports,West,27,13.86,374.14,2,2022,Friday,Q1
2022-02-05,Electronics,North,19,33.88,643.81,2,2022,Saturday,Q1
2022-02-05,Electronics,South,43,17.05,733.22,2,2022,Saturday,Q1
2022-02-05,Electronics,East,36,19.11,687.88,2,2022,Saturday,Q1
2022-02-05,Electronics,West,49,13.9,681.28,2,2022,Saturday,Q1
2022-02-05,Clothing,North,13,36.17,470.18,2,2022,Saturday,Q1
2022-02-05,Clothing,South,14,33.18,464.46,2,2022,Saturday,Q1
2022-02-05,Clothing,East,13,34.78,452.15,2,2022,Saturday,Q1
2022-02-05,Clothing,West,14,30.56,427.78,2,2022,Saturday,Q1
2022-02-05,Groceries,North,34,27.79,944.76,2,2022,Saturday,Q1
2022-02-05,Groceries,South,26,39.16,1018.04,2,2022,Saturday,Q1
2022-02-05,Groceries,East,47,20.98,985.94,2,2022,Saturday,Q1
2022-02-05,Groceries,West,77,13.22,1017.72,2,2022,Saturday,Q1
2022-02-05,Furniture,North,18,19.52,351.42,2,2022,Saturday,Q1
2022-02-05,Furniture,South,13,26.03,338.43,2,2022,Saturday,Q1
2022-02-05,Furniture,East,29,12.75,369.89,2,2022,Saturday,Q1
2022-02-05,Furniture,West,8,43.22,345.77,2,2022,Saturday,Q1
2022-02-05,Sports,North,9,47.32,425.88,2,2022,Saturday,Q1
2022-02-05,Sports,South,10,37.22,372.19,2,2022,Saturday,Q1
2022-02-05,Sports,East,15,23.94,359.06,2,2022,Saturday,Q1
2022-02-05,Sports,West,11,39.1,430.09,2,2022,Saturday,Q1
2022-02-06,Electronics,North,25,28.85,721.19,2,2022,Sunday,Q1
2022-02-06,Electronics,South,55,12.43,683.58,2,2022,Sunday,Q1
2022-02-06,Electronics,East,40,17.19,687.76,2,2022,Sunday,Q1
2022-02-06,Electronics,West,17,39.61,673.29,2,2022,Sunday,Q1
2022-02-06,Clothing,North,34,14.0,476.09,2,2022,Sunday,Q1
2022-02-06,Clothing,South,15,28.57,428.6,2,2022,Sunday,Q1
2022-02-06,Clothing,East,12,37.41,448.94,2,2022,Sunday,Q1
2022-02-06,Clothing,West,12,42.34,508.09,2,2022,Sunday,Q1
2022-02-06,Groceries,North,18,52.12,938.24,2,2022,Sunday,Q1
2022-02-06,Groceries,South,20,48.08,961.52,2,2022,Sunday,Q1
2022-02-06,Groceries,East,32,31.48,1007.4,2,2022,Sunday,Q1
2022-02-06,Groceries,West,27,36.12,975.26,2,2022,Sunday,Q1
2022-02-06,Furniture,North,24,15.7,376.77,2,2022,Sunday,Q1
2022-02-06,Furniture,South,8,45.22,361.74,2,2022,Sunday,Q1
2022-02-06,Furniture,East,34,11.54,392.25,2,2022,Sunday,Q1
2022-02-06,Furniture,West,18,22.21,399.71,2,2022,Sunday,Q1
